BurialID,SquareID,AreaID,BurialNumber,DateFound,BurialDepth,LengthM,LengthCM,ClusterNumber,SampleNumber,Rack,Shelf,Bag,PreviouslySampled,SexBody,SexGiles,GE_FunctionTotal,SouthToHead,SouthToFeet,EastToHead,EastToFeet,NorthToHead,NorthToFeet,WestToHead,WestToFeet,Description,BasilarSuture,VentralArc,SubPubicAngle,SciaticNotch,PubicBone,PreaurSulcus,MedialIPRamus,DorsalPitting,ForemanMagnum,FemurHead,HumerusHead,Osteophytosis,PubicSymphysis,BoneLength,MedialClavicle,IliacCrest,FemurDiameter,Humerus,FemurLength,HumerusLength,TibiaLength,Robust,SupraorbitalRidges,OrbitEdge,ParietalBossing,Gonian,NuchalCrest,ZygomaticCrest,CranialSuture,MaximumCranialLength,MaximumCranialBreadth,BasionBregmaHeight,BasionNasion,BasionProsthionLength,BizygomaticDiameter,NasionProsthion,MaximumNasalBreadth,decimalerorbitalBreadth,HairColor,PreservationIndex,HairTaken,SoftTissueTaken,BoneTaken,ToothTaken,TextileTaken,DescriptionOfTaken,ArtifactFound,EstimatedAge,AgeMethod,EstimateLivingStature,ToothAttrition,ToothEruption,PathologyAnomalies,EpiphysealUnion,HeadDirection,BYUSample,BodyAnalysisYear,SkullAtMagazine,PostcraniaAtMagazine,ToBeConfirmed,SkullTrauma,PostCraniaTrauma,CribiaOrbitala,PoroticHyperotosis,PoroticHyperotosisLocations,MetopicSuture,ButtonOsteoma,OsteologyUnknownComment,TMJ_OA,LinearHypoplasiaEnamel,AreaHillBurials,Tomb,BurialPreservation,BurialWrapping,BurialAdultChild,GenderCode,BurialGenderMethod,AgeCodeSingle,FaceBundle,DateOnSkull
,5,0,5,2/3/05,95,,101,,,,,,,Female,Undetermined,0,338,314,335,240,,,,,"some skin intact on lateral of skull
 
 Textile: diagonal wrap (ribbon)
 2 double red thread ribbons
 1 ribbon running head to toe in top of body
 fine linen layer under ribbons
 then coarse layer
 the coarse white ribbon both diagonal & 1 down length of body
 2 layers coarse linen
 then 6 layers coarse linen folded up & over feet - best perserved there.
 
 Head: no canines, tongue intact
 front lower incisor (right) not erupted
 
 Body: toes curled from rigor mortis",,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,3,3,3,3,0,3,,0,0,0,0,0,0,0,0,0,,IV,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,I,,,No,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,0,6,2/3/05,60,,160,,,,,,,Male,Undetermined,0,374,384,137,-20,,,,,"Textiles: coarse linen only - most missing
 
 Face : beard - reddish brown",,1,1,1,1,0,0,0,,40.1,,,,,,,,,43.2,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,V,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,,165.754,IV,,Extensive periodontal upper & lower,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,0,7,2/3/05,68,,166,,,,,,,Undetermined,Undetermined,0,260,321,567,404,,,,,"Head found seperately on 16 Feb 2005
 
 Face bundle: huge face bundle - 
 
 Textile: 2 layers coarse linen",,0,0,1,0,0,0,0,,47.3,45.5,,,,,,,,45.2,33.1,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Red,III,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,165.744,III,3rd molar,,Yes,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,0,8,2/3/05,73,,115,,,,,,,Female,Undetermined,0,309,294,392,290,,,,,"Hair:Long Blonde/Red
 kept in nice hair net cap
 
 Textile: 3&2 braid twisted rope w/ end 'splice' & interior 'splice' - nicely done to keep from fraying
 
 Support: up to 20 reed supports running length under body",,0,0,0,0,0,0,0,,27.6,,,,,,,,,30,,,0,3,3,3,3,0,0,,0,0,0,0,0,0,0,0,0,Red,IV,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,,128.2,I,"1st,2nd Molar",,No,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,0,9,2/3/05,102,,101,,,,,,,Undetermined,Undetermined,0,320,281,379,307,,,,,"Hair: long auburn - not curly
 
 Textile: double red thread on ribbon - bordered as in (N 190/200 E 40/50 SE #5)
 
 linen w/ red ribbon diagonal wrap feet wrapped w/linen & folded over long (6cm) fringe
 Medium quality weave at least 5 layers",,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,3,3,3,3,0,0,,0,0,0,0,0,0,0,0,0,Brown,IV,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,I,"1st,2nd molar",,No,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,1,2/16/05,42,,170,,,,,,,Male,Undetermined,0,266,264,238,76,,,,,"Textile: (going in) 1st layer - medium qualtiy outer layer
 2nd layer - color ribbon over next coarse (3 layers) then palm stems for support of body - all around body
 3 layers of coarse linen
 2 layers of medium quality linen
 five rows of green/red pattern on outer layer folded up over feet
 
 BIG TOES TIED W/ LINEN TWINE - W/ SLIP KNOT",,0,0,1,0,0,0,0,,47.9,44.4,,,,,,,,43.7,31.3,,1,1,1,1,1,0,1,,0,0,0,0,0,0,0,0,0,Brown,II,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,162.039,II,3rd molar,no canines - no perio,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,11,2/9/05,73,,68,,,,,,,Undetermined,Undetermined,0,283,278,283,235,,,,,"INFANT
 
 Textile: 5 layers medium weave linen - all same - deteriorated - torn linen strips are overwrap",,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,V,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,1st molar (maxilla & mandible),,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,12,2/9/05,86,,70,,,,,,,Undetermined,Undetermined,0,309,308,299,243,,,,,"Buried next to SW#11 - younger than SW#11
 
 Textile: Face bundle - medium quality linen w/ torn linen strips for over wrap - red, yellow, green thread in one of the linen strips - (red-green, red-green, yellow) - some have PURPLE, red, blue thread -
 
 linen layer, strips, linen layer - folded ot wadded & piece of linen, 4 layers of fine linen.",,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Brown,IV,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,incisors,1st molars not erupted only incisors,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,14,2/14/05,103,,163,,,,,,,Male,Undetermined,0,243,250,556,430,,,,,"HEADLESS - no skull
 
 5 total reed sticks over and under to provide support
 
 Textile: all red ribbon & striped ribbon over foot bundle
 torn linen strips & red ribbon over next layer - 2 layers, folded then red ribbon over folded linen (2 layers) then torn linen strips tied over next layer of material (folded) much SALT extruding from feet - some kind of bug ate a tunnel into the foot bundle.",,0,1,1,0,0,0,0,,55.4,,,,,,,,,49.4,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,IV,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,176.118,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,15,2/12/05,97,,146,,,,,,,Male,Undetermined,0,212,237,547,433,,,,,"SKULL MISSING
 
 Preservaton Index: between IV & V
 
 Hair: Brown pubic hair
 
 2 Reed sticks under body
 
 Textile: tufted linen wrap - medium quality
 diagonal wrap red ribbon 3 strand - irregular quality
 then 5 layers coarse linen
 next layer - torn linen strips wrap diagonal criss-cross in large design - linen folded up over feet w/ fringe of 10cm - wrapped around body twice 110cm wide piece
 2 more pieces of linen underneath folded in similar fashion 
 next layer - fine linen has band composed of 2 red-orange lines & central green band inbetween 2 red ones
 
 Cord wrapped around feet beneath 1st fine layer
 
 outer layer = { } 
  { } wrap fold over feet
  {____} /
  |||||||||||||| /
 
 next 2 layers = { } { } 
  { } {|||||||||||||||||||} fold fringe up to give
  {_____ } {______ } / solid edge THEN
  ||||||||||||||||||| / wrap around the body",,0,1,1,0,0,0,0,,44.2,45.1,,,,,,,,43.2,32.1,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Brown,V,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,160.804,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,16,2/13/05,52,,69,,,,,,,Undetermined,Undetermined,0,50,40,27,-40,,,,,"INFANT
 
 Hair: Brown approx 6cm long
 
 NOT MUCH TO SAY
 
 No remaing skull part with identification properties
 
 Textile: fabric poorly preserved - medium quality linen",,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Brown,VI,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,17,2/13/05,57,,57,,,,,,,Male,Undetermined,0,450,440,486,339,,,,,"3 femurs w/ buried, 1 1 cut through anciently - epiphyseal cap broken off",,0,1,1,0,0,0,0,,,43.2,,,,,,,,,31.9,,1,1,1,0,1,0,1,,0,0,0,0,0,0,0,0,0,Brown,V,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,3rd molar,right lower 2nd molar gone anciently,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,18,2/15/05,82,,126,,,,,,,Female,Undetermined,0,331,322,312,197,,,,,"ADULT - well wrapped
 
 Supraorbital ridges: porosity in orbits
 
 Textile: lots of ribbon wrapping
 from inside : 4 layers coarse - torn linen strips w/ random knots 
 4 layers coarse - diagonal torn linen strips
 fine layer & red ribbon on surface 
 
 going to body: 4 pieces of linen each wrapped around body numerous times:
 outer layer w/ 3cm fringe, piece 117cm wide
 next layer has 10cm fringe
 3rd layer has 16cm fringe
 4th layer has shorter fringe of 3cm
 
 Face bundle - multiple red ribbon wraps
 3 packets of triple-fold linen (fold in half then lengthwise in thirds) NO TWISTED LINEN - packets tied w/ twine - red ribbon = 4-strand red ribbon knotted @ foot , to use as beginning of diagonal wrap - one ribbon going down top of body FULL - length
 
 ribbon down middle around feet & then back up in diagonal wrap
 1 layer - medium qualtiy outer wrap 2 red threads open weave, 2 red threads pattern often seen | |
  | |
 5 piece of linen - multiple folds for each linen strips torn -",,0,0,3,0,0,0,0,,,,,,,,,,,,,,3,0,3,3,0,3,3,,0,0,0,0,0,0,0,0,0,Brown,II,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,II,2nd molar,"not pre-molar eruption
 3rd molar in bone but no space for eruption in maxilla - - there is room in the mandible",No,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,19,2/13/05,71,,113,,,,,,,Undetermined,Undetermined,0,52,20,46,-57,,,,,"Palm fiber on face - to give definintion?
 
 Textile: coarse outer linen wrap w/ 10cm long fringe
 2 layers torn linen strips wrapped over outerlayer - diagonal wrap",,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,"1st,2nd molar",,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,20,2/13/05,126,,120,,,,,,,Female,Undetermined,0,271,263,105,-27,,,,,"CHILD
 
 Textile: coarse outer layer
 linen strips (torn) folded in half and wrapped diagonally over outerlayer - multiple layers below
 2 knots @ feet - at least 5 layers",,0,0,0,0,0,0,0,,,,,,,,,,,,,,3,3,3,3,3,3,3,,0,0,0,0,0,0,0,0,0,Brown,III,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,"1st,2nd molars",,No,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,21,2/13/05,122,,145,,,,,,,Female,Undetermined,0,262,259,127,-20,,,,,"Buried beneath SW20 - both partially covered w/ limestone slabs
 
 Textile: linen wrap has 2cm fringe then 2 red threads woven into cloth, then open weave & 2 red threads again - linen 67cm wide - then linen w/ linen strips (torn) over inner layers
 
 red ribbon, 4-strand, over the face 
 1 fine layer outeside 
 2 layers of coarse weave inside
 beautiful ribbon wrapping over lower body
 ribbon down body, around front, & then up body in diagonal - -
 4 major pieces of linen folded twice over body & then folded over feet to back.",,0,0,3,0,0,0,0,,,,,,,,,,,,,,3,3,3,3,0,0,3,,0,0,0,0,0,0,0,0,0,Brown,III,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,II,2nd molars,some perio - 1st molar on left - carries on medial of upperr 1st molar,No,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,23,2/13/05,77,,121,,,,,,,Undetermined,Undetermined,0,321,326,583,464,,,,,"Hair: almost 4cm long
 
 Skull: skull fragmented
 
 Textile: 4 layers - coarse fabric (fringe 10cm long)
 4-strand red ribbon = over all good quality
 fine linen next to skin - 3 layers no decorations
 
 Skin: skin & tendons still extant on ankles",,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,Brown,V,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,II,2nd molars,no adult teeth,No,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,24,2/15/05,70,,170,,,,,,,Female,Undetermined,0,42,15,205,92,,,,,"Hair: nice RED hair
 
 Skin: very waxy skin on cranium & feet
 
 Textile: some palm stems supporting body
 fine linen outer wrap
 multiple coarse weave layers underneath
 design layer
 10 layers of coarse linen underneath design layer
 some decors - photographed - 2 kinds of colored ribbon = red & perhaps purple
 
 Design layers: 3 flower plant - like lotus - over forehead
 fragile hairnet - photographed - went over the eyes down to mouth.",,0,0,3,0,0,0,0,,42.2,40.2,,,,,,,,44.5,31.4,,0,3,3,3,3,3,3,,0,0,0,0,0,0,0,0,0,Red,III,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,164.015,,2nd molars,,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,25,2/15/05,75,,159,,,,,,,Undetermined,Undetermined,0,148,183,438,271,,,,,"Hair: long brown hair
 
 Textile: hairnet in poor condition - group of hairnets bunched up = blue, gold, w/ red threads woven into them - from where? head, feet?
 
 Many layers of line linen close to body - badly DECOMPOSED cannont count
 3 layers fine linen outside - then folded irregularly fine linen, good hem - green, red, green lines woven into cloth - narrow, wide narrow, etc...",,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Brown,,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,,,,3rd molar,no perio - only a couple of carries,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,27,2/14/05,245,,176,,,,,,,Male,Undetermined,0,300,287,116,-52,,,,,"Preservation Index: between V & VI
 
 Textile: torn linen strips over outer medium coarse linen - 8 layers poorly preserved",,0,0,1,0,0,0,0,,46.7,40.5,,,,,,,,42.1,30.1,,1,1,1,0,0,1,1,,0,0,0,0,0,0,0,0,0,Brown,VI,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,163.202,V,3rd molar,perio - rampant,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,28,2/14/05,110,,169,,,,,,,Male,Undetermined,0,140,164,430,270,,,,,"Hair: brown slightly curly hair - beard a lot
 
 Textile: 1st layer medium quality linen - torn strips NOT diagonal
 then 5 layers of medium coarse weave torn ribbon strips of linen
 4 more layers of medium coarse linen
 4-strand red ribbon diagonal wrap over feet bundle
 10cm long fringe on linen folded over feet 
 layer closest to body = differing weave w/ 20cm long fringe (folded 5 times around feet)",,0,1,1,0,0,0,0,,46.5,42.1,,,,,,,,43.5,32.4,,1,1,1,0,1,1,1,,0,0,0,0,0,0,0,0,0,Brown,III,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,166.45,III,3rd molars,"no perio, no carries",,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,29,2/14/05,150,,157,,,,,,,Undetermined,Undetermined,0,148,166,-78,57,,,,,"REVERSAL - skeletalized
 
 Preservation Index: between V & VI
 
 Hair: 4-5cm long
 
 Textile: medium quality fabric, perhaps 5 layers once.",,0,3,3,0,0,0,0,,40.4,36.1,,,,,,,,39,27.1,,0,1,1,0,0,1,3,,0,0,0,0,0,0,0,0,0,Blonde,VI,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,150.43,IV,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,3,2/3/05,38,,125,,,,,,,Undetermined,Undetermined,0,303,310,390,265,,,,,"Bundle of reeds (6 or more) under body
 
 Textile: 3 strand red ribbon over face - rope criss-cross over face then twine & coarse outer layer - blue decorative pattern woven into next linen layer - rounded w/ crossing linen bands through rounded - then another design - outer wrap then rop diagonal (criss-cross) tie over next layer
 
 -------------------- red 
  |||||||||||||||||||||||| blue > 2 red threads like a border along design
 -------------------- red /
 
 Face bundle: bound w/ twine rope - knot on top - coarse linen weave w/ red & blue wool thread pattern in it.",,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,,,II,2nd molar,,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,30,2/15/05,240,,189,,,,,,,Male,Undetermined,0,98,77,99,-74,,,,,"Hair: brown & curly
 
 Textile: coarse linen wrap @ feet 4 or more layers - 2 fine layers beneath",,0,0,0,0,0,0,0,,47.9,43.2,,,,,,,,46.2,32.9,,0,0,1,1,1,1,1,,0,0,0,0,0,0,0,0,0,Brown,V,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,172.714,IV,3rd molars,"Tooth attrition: between III & IV
 
 great mouth - no perio - good teeth but worn",,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,31,2/15/05,138,,179,,,,,,,Male,Undetermined,0,255,297,378,212,,,,,"Textile: partial fabric on feet - 10 layers inside medium quality
 4 layers medium quality outside
 torn linen strips wrapping - 2cm wide",,0,3,3,0,0,0,0,,47.8,44.5,,,,,,,,46.7,34,,1,1,1,1,1,1,1,,0,0,0,0,0,0,0,0,0,,V,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,173.874,IV,3rd molar,"Tooth attririon: between III & IV
 
 much perio - no carries",,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,32,2/15/05,111,,171,,,,,,,Male,Undetermined,0,159,150,443,275,,,,,"Textile: 4-strand red ribbon wrap - diagonal wrap
 outside wrap = medium quality weave 
 torn linen strips - 2cm wide over coarse inner layer - diagonal 5 layers of coarse 
 then another torn linen strips horizontal arounf body - 3 more layers coarse then linen strips horizontal wrap
  4 layers coarse
 
 face bundle - structured - multiple bundles of folded linen (6 of them) ""no twisted"" linen - red thread near top of face bundle.",,0,1,1,0,0,0,0,,46.3,43.1,,,,,,,,44.1,32.1,,1,1,3,1,1,1,3,,0,0,0,0,0,0,0,0,0,Brown,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,167.842,III,3rd molar,maloclusion - some perio,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,33,2/15/05,106,,160,,,,,,,Female,Undetermined,0,115,121,437,288,,,,,"One of a trio - this one buried on top of SW34
 
 Presevation Index: between II & III
 
 Hair: long brown hair curled
 
 Textile: lots of textiles on burial
 torn line strips in diagonal wrap, medium quality outer wrap
 rough linen strips -
 then medium quality linen w/ nice red thread (folded so that red thread directly over feet - red thread also centered over middle of body)
 
 4 pieces of linen wrapped over & over again - 
 1st = foot structure made large by folding linen over feet
 2nd = then coarse plain linen
 3rd = another "" "" "" "" 
 4th = another "" "" "" ""
 
 Face bundle -",,0,0,3,0,0,0,0,,43.4,39.2,,,,,,,,41.8,30,,3,3,3,3,3,3,3,,0,0,0,0,0,0,0,0,0,Brown,III,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,157.346,,2nd molar,no carries - some perio esp. upper left maxilla,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,34,2/15/05,126,,145,,,,,,,Female,Undetermined,0,97,89,433,297,,,,,"Part of trio - buried underneath SW33
 
 Hair: long brown hair
 
 Textile: 14 layers coarse linen - torn strips over wrapping 3cm wide
 3 layers of fine linen inside",,0,0,0,3,0,0,0,,,,,,,,,,,,,,3,3,3,0,3,3,3,,0,0,0,0,0,0,0,0,0,Brown,IV,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,II,2nd molar,,No,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,36,2/15/05,227,,178,,,,,,,Male,Undetermined,0,146,136,363,190,,,,,"Offset chamber - POOR PRESERVED
 
 Hair: dark brown
 
 Textile: fragments of medium quality linen
 
 Injuries - left arm broken then healed , skull has some trauma on left side",,0,1,1,0,0,0,0,,44.5,41.8,,,,,,,,42.7,32.3,,1,1,1,1,1,0,1,,0,0,0,0,0,0,0,0,0,Brown,V,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,164.594,III,,"no carries - some perio
 
 lower 2nd molar extruded because opposite upper molar was gone",,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,37,2/15/05,127,,152,,,,,,,Male,Undetermined,0,443,392,506,371,,,,,"Hair: drak brown hair - VERY TIGHTLY curled
 
 BIG EYE SOCKETS - VERY WIDE BONE BETWEEN EYES
 
 Textile: coarse fragments of textiles - 
 2 coarse outer layers
 2 fine inner layers
 torn linen strip wraps 2cm wide.",,0,1,1,0,0,0,0,,46.1,42.5,,,,,,,,42,30.6,,0,1,1,1,1,1,1,,0,0,0,0,0,0,0,0,0,Brown,V,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,217.07,V,3rd molars,"Tooth attrition: between IV & V
 
 extinsive carries - loss of bone in molar region - 2nd on LR mandible nearly gone from decay",,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,38,2/15/05,117,,151,,,,,,,Female,Undetermined,0,448,432,99,-50,,,,,"Hair: blond/brown
 
 Textile: coarse outer layer of linen, overlaid w/ torn linen strips 2cm wide
 5 layers total - all the same to the skin
 non-structured material in foot bundle w/ 2cm fringe.",,0,3,3,0,0,0,0,,40.9,,,,,,,,,41.2,,,3,3,3,0,0,0,1,,0,0,0,0,0,0,0,0,0,Blonde,V,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,155.864,IV,2nd molar,perio took almost all teeth from mandible - only front teeth in mandible,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,4,2/9/05,65,,82,,,,,,,Undetermined,Undetermined,0,112,133,50,-13,,,,,"CHILD buried w/ SW#5 - another child
 
 Hair: blond/red - reddish auburn
 
 Textile: coarse linen - body filled w/ sand - braided linen beneath outer layer - yellow coarse linen underlayer
 
 4 reeds under body - full length",,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Blonde,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,all pre-molars,all pre-molars (maxilla & mandible),,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,5,2/5/05,65,,90,,,,,,,Undetermined,Undetermined,0,102,90,25,-58,,,,,"CHILD buried w/ SW#4 - another child
 
 Textile: decorative threads in textiles - red - coarse outer layer w/ 
 
 4 strand red ribbon - inner layer not well preserved 
 
 Face bundle: face bundle w/ twisted then over face = <>
  <>
  <>
  <>
  <>
  /",,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Brown,V,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,,,I,1st molars,,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,6,2/12/05,80,,169,,,,,,,Male,Undetermined,0,385,390,303,132,,,,,"Buried w/ SW#7 - a child
 
 Hair: brown curly
 
 Palm frond stems for body support (7 of them)
 
 Textile: textiles on feet - big toes tied together to keep feet together - tied w/ a looped slip knot
  - some red thread over patella in linen
 
 Face bundle - thick palm fiber mass -bound w/ plain ribbon then wadded linen - all for mass",,0,0,1,0,0,0,0,,,,,,,,,,,,,,1,0,1,0,1,0,1,,0,0,0,0,0,0,0,0,0,Brown,IV,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,II,2nd molars,,No,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,7,2/14/05,80,,90,,,,,,,Female,Undetermined,0,404,410,220,130,,,,,"CHILD
 
 Hair: red-brown
 
 Textile: burlap quality weave - long fringe on inner layer (18cm long)
 
 coarse outer wrap - held on by torn linen strips folded around body
 next linen layer also held on by torn linen strips - diagonal tied at feet - palm sticks inside layers to give support
 
 4 strand red ribbon - not neat but diagonal wrapping knot at waist
 
 Face bundle - cloth encrusted with salt and attached to body - held to body by 2 wraps of torn linen strips - palm fiber bundle tied w/ twine - 3 bundles of fiber folded & twisted once, 1 bundle folded & twisted (as w/ linen) -> <>
  <>
  <>
  /",,0,0,0,0,0,0,0,,,,,,,,,,,,,,3,3,3,3,3,0,0,,0,0,0,0,0,0,0,0,0,Red,II,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,2nd molar,,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,8,2/8/05,35,,133,,,,,,,Undetermined,Undetermined,0,112,124,430,295,,,,,"Big toes tied together - palm stems along back of body for support
 
 Lots of rope wrapping over 3 layers of coarse linen - rope = 2 strands but a pair used for wrapping
 
 2nd layer has a 2 strand rope - singles this time, holding next layer around body twist on itself, down body 20cm, twist on itself, 20cm down body , twists on itself, etc..",,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,II,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1,9,2/9/05,55,,40,,,,,,,Undetermined,Undetermined,0,187,187,423,384,,,,,"INFANT 0-6mo.
 
 Textile: twisted rope bundled on outside - palm fiber decorative weave on lots of textiles - linen & wool - decorative hem on cloth
 
 skull fragments",,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,0.5,,,,None,,,W,,,,,,,,,,,,,,,,,,,,,,,,,
,6,0,1,1998,55,,77,,,,,,,,Undetermined,0,167,179,173,110,,,,,Child,,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,0,10,1998,92,,174,,,,,,,,Undetermined,0,367,424,323,160,,,,,"burials 6 & 10 together, 6 over left shoulder & touching 10, both wrapped, ribbons, face bundles",,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,0,11,1998,90,,110,,,,,,,,Undetermined,0,387,400,165,65,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,0,2,1998,56,,165,,,,,,,,Undetermined,0,144,202,282,153,,,,,Adult (?) - Feet missing,,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
